{0.000030,  0.005970,  10},
{0.000030,  0.000000,  10},
{0.000288,  0.025791,  10},
{0.000765,  0.047761,  10},
{0.001512,  0.074627,  10},
{0.002556,  0.104478,  10},
{0.003900,  0.134328,  10},
{0.005541,  0.164179,  10},
{0.007482,  0.194030,  10},
{0.009721,  0.223881,  10},
{0.012258,  0.253731,  10},
{0.015094,  0.283582,  10},
{0.018228,  0.313433,  10},
{0.021661,  0.343284,  10},
{0.025392,  0.373134,  10},
{0.029422,  0.402985,  10},
{0.033750,  0.432836,  10},
{0.038377,  0.462687,  10},
{0.043303,  0.492537,  10},
{0.048527,  0.522388,  10},
{0.054049,  0.552239,  10},
{0.059870,  0.582090,  10},
{0.065989,  0.611940,  10},
{0.072407,  0.641791,  10},
{0.079124,  0.671642,  10},
{0.086139,  0.701493,  10},
{0.093452,  0.731343,  10},
{0.101064,  0.761194,  10},
{0.108974,  0.791045,  10},
{0.117183,  0.820896,  10},
{0.125691,  0.850746,  10},
{0.134497,  0.880597,  10},
{0.143601,  0.910448,  10},
{0.153004,  0.940299,  10},
{0.162706,  0.970149,  10},
{0.172706,  1.000000,  10},
{0.183004,  1.029851,  10},
{0.193601,  1.059701,  10},
{0.204497,  1.089552,  10},
{0.215691,  1.119403,  10},
{0.227183,  1.149254,  10},
{0.238974,  1.179104,  10},
{0.251064,  1.208955,  10},
{0.263452,  1.238806,  10},
{0.276139,  1.268657,  10},
{0.289124,  1.298507,  10},
{0.302407,  1.328358,  10},
{0.315989,  1.358209,  10},
{0.329870,  1.388060,  10},
{0.344049,  1.417910,  10},
{0.358527,  1.447761,  10},
{0.373303,  1.477612,  10},
{0.388377,  1.507463,  10},
{0.403750,  1.537313,  10},
{0.419422,  1.567164,  10},
{0.435392,  1.597015,  10},
{0.451661,  1.626866,  10},
{0.468228,  1.656716,  10},
{0.485094,  1.686567,  10},
{0.502258,  1.716418,  10},
{0.519721,  1.746269,  10},
{0.537482,  1.776119,  10},
{0.555541,  1.805970,  10},
{0.573900,  1.835821,  10},
{0.592556,  1.865672,  10},
{0.611512,  1.895522,  10},
{0.630765,  1.925373,  10},
{0.650318,  1.955224,  10},
{0.670168,  1.985075,  10},
{0.690318,  2.014925,  10},
{0.710765,  2.044776,  10},
{0.731512,  2.074627,  10},
{0.752556,  2.104478,  10},
{0.773900,  2.134328,  10},
{0.795541,  2.164179,  10},
{0.817482,  2.194030,  10},
{0.839721,  2.223881,  10},
{0.862258,  2.253731,  10},
{0.885094,  2.283582,  10},
{0.908228,  2.313433,  10},
{0.931661,  2.343284,  10},
{0.955392,  2.373134,  10},
{0.979422,  2.402985,  10},
{1.003750,  2.432836,  10},
{1.028377,  2.462687,  10},
{1.053303,  2.492537,  10},
{1.078527,  2.522388,  10},
{1.104049,  2.552239,  10},
{1.129870,  2.582090,  10},
{1.155989,  2.611940,  10},
{1.182407,  2.641791,  10},
{1.209124,  2.671642,  10},
{1.236139,  2.701493,  10},
{1.263452,  2.731343,  10},
{1.291064,  2.761194,  10},
{1.318974,  2.791045,  10},
{1.347183,  2.820896,  10},
{1.375691,  2.850746,  10},
{1.404497,  2.880597,  10},
{1.433601,  2.910448,  10},
{1.463004,  2.940299,  10},
{1.492706,  2.970149,  10},
{1.522706,  3.000000,  10},
{1.553004,  3.029851,  10},
{1.583601,  3.059701,  10},
{1.614497,  3.089552,  10},
{1.645691,  3.119403,  10},
{1.677183,  3.149254,  10},
{1.708974,  3.179104,  10},
{1.741064,  3.208955,  10},
{1.773452,  3.238806,  10},
{1.806139,  3.268657,  10},
{1.839124,  3.298507,  10},
{1.872407,  3.328358,  10},
{1.905989,  3.358209,  10},
